id,title,author,pages_gt_200,pages_gt_300,pages_gt_400,pages_gt_500,pages_gt_600,year_pre1950,year_1950_1999,year_2000_2014,year_2015plus,genre_fiction,genre_nonfiction,genre_fantasy,genre_mystery,genre_children,author_russian,is_popular,part_of_series,is_bestseller
218,"Джоан Роулинг. Всё о Гарри Поттере, жизни и любви",Софья Бенуа,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
219,Myths and Symbols in J.K. Rowling ́s Harry Potter and the Philosopher ́s Stone,Volker Geyer,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
220,Names and Their Underlying Mythology in J.K. Rowling's Harry Potter-Novels,Anne-Christin Hirsch,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
221,J.K. Rowling,Mary Hill,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
222,Rowling,John Henderson,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
223,J.K. Rowling,Ann Gaines,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
224,J.K. Rowling,Bradley Steffens,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
225,The J.K. Rowling Encyclopedia,Connie Ann Kirk,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
226,Harry Potter and the Sorcerer's Stone by J.K. Rowling,Lori Mammen,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
227,J.K. Rowling,Sean Smith,True,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
228,Who Is J.K. Rowling?,Pam Pollack,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
229,Сборник «3 бестселлера. Юмористическое фэнтези»,Светлана Багдерина,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
230,Fang-tastic Fiction,Patricia O'Brien Mathews,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
231,The Magazine of Fantasy and Science Fiction,Anthony Boucher,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
232,Science Fiction and Fantasy,Library of Congress. National Library Service for the Blind and Physically Handicapped,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
233,Bestsellers,Clive Bloom,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
234,The Science Fiction Source Book,David Wingrove,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
235,Burn the Night,Jocelynn Drake,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
236,"Science Fiction and Fantasy Literature, 1975-1991",R. Reginald,True,True,True,True,True,False,True,False,False,True,True,True,False,False,False,True,False,False
237,"Science Fiction and Fantasy Reference Index, 1985-1991",Halbert W. Hall,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
238,Bestsellers: Popular Fiction Since 1900,Clive Bloom,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
239,Science Fiction and Anticipation,Bernard Montoneri,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
240,Увлечь за 100 слов. С чего начинается бестселлер?,Луиза Уиллдер,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
241,The Ultimate Guide to Writing a Bestselling Novel: Step by Step,D Gauthier,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
242,Gene Wolfe,Joan Gordon,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
243,Science Fiction Dialogues,Science Fiction Research Association,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
244,Talking Books Adult,Library of Congress. National Library Service for the Blind and Physically Handicapped,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
245,Science Fiction Writer's Marketplace and Sourcebook,David Borcherding,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False
246,Genreflecting,Betty Rosenberg,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
247,BiblioAsia,National Library (Singapore),True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
248,They All Laughed at Christopher Columbus,Elizabeth Weil,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
249,Bestseller,Robert McParland,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
250,The Butterfly Collector,Tea Cooper,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False
251,Making the Detective Story American,J.K. Van Dover,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
252,2001 Novel and Short Story Writer's Market,Barbara Kuroff,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False
253,The Virgin's Secret,Victoria Alexander,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
254,Dead Case in Deadwood,Ann Charles,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
255,"$106,000 Blood Money",Dashiell Hammett,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
256,Silhouette in Scarlet,Elizabeth Peters,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
257,Dashiell Hammett,Julian Symons,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
258,The Laughter of Dead Kings,Elizabeth Peters,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
259,Последний бестселлер Мореля. Коллект-триллер. Вторая книга,Влад Ревзин,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
260,Bestsellers,Ivan King,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
261,"The Wolf at the Door (Sean Dillon Series, Book 17)",Jack Higgins,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
262,"The Judas Gate (Sean Dillon Series, Book 18)",Jack Higgins,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
263,"A Darker Place (Sean Dillon Series, Book 16)",Jack Higgins,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
264,The Khufra Run,Jack Higgins,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
265,"The Killing Ground (Sean Dillon Series, Book 14)",Jack Higgins,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
266,Прокурорскій надзор в его устройстве и дѣятельности,Nikolaĭ Valerʹi︠a︡novich Muravʹev,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
267,What Do I Read Next? Volume 2 2003,Gale Group,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False
268,"Sean Dillon 3-Book Collection 2: Angel of Death, Drink With the Devil, The President’s Daughter",Jack Higgins,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True
269,Wschód-Zachód,Zoja Nowoj̇enowa,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
270,Anglizismen-Wörterbuch,Broder Carstensen,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
271,"Новые параллельные словари языков русскаго, французскаго нѣмецкаго и англійскаго в четырех частях, по словарям Россійской академіи, Французской академіи, Аделунга, Гейнзіуса, Джонсона, Спирса, и по другим лексиконам",Ch. Ph Reiff,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
272,Про любовь... Серия «Бестселлер МГО СПР»,С. Ковалёв,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
273,My Favorite Witch,Annette Blair,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
274,Dollar Series,Pepper Winters,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True
275,Goddess Isles,Pepper Winters,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True
276,The Kitchen Witch,Annette Blair,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
277,Fake Love,Nova Gibson,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
278,Fable of Happiness,Pepper Winters,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
279,Corporate Cowboy (Mills & Boon American Romance),Pamela Bauer,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
280,The Regency Bestsellers Collection: The Governess Game / Mistress at Midnight / Scars of Betrayal / Rake Most Likely to Rebel / Rake Most Likely to Thrill / The Designs of Lord Randolph Cavanaugh,Tessa Dare,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
281,"A Love Beyond Words (Bestselling Author Collection, Book 13) (Mills & Boon Cherish)",Sherryl Woods,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
282,Bestseller,Claud Cockburn,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
283,Driving Me Crazy,Peggy Webb,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
284,The Grand Finale,Janet Evanovich,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
285,The Scandalous Secrets Collection,Andrea Laurence,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False
286,The Children's Doctor and the Single Mum (Mills & Boon Medical),Lilian Darcy,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
287,Foul Play,Janet Evanovich,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
288,Flying Lessons,Peggy Webb,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
289,Where the Heart Leads,Stephanie Laurens,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
290,Plotting To Win,Tara Chevrestt,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
291,Masterclass: Write a Bestseller,Jacq Burns,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
292,Как написать электронную книгу-бестселлер,Антон Добровольский,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
293,Литературный талант. Как написать бестселлер,Михаил Ахманов,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
294,The Nowhere Child (Free sampler): The bestselling debut psychological thriller you need to read now!,Christian White,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
295,Wither's Legacy,John Passarella,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
296,Horror Zone,Ian Conrich,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
297,Transactions on Computational Collective Intelligence III,Ngoc Thanh Nguyen,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
298,The Mammoth Book of Best New Horror,Stephen Jones,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False
299,"A Century of Horror, 1970-1979",David Drake,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
300,The Making of a Bestseller,Brian Hill,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
301,Braille Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
302,The Writer's Market,Kathryn Struckel Brogan,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
303,2002 Writer's Market the Internet Edition,Kirsten Holm,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
304,Prizing Children's Literature,Kenneth B. Kidd,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
305,Children's Writers' & Artists' Yearbook 2018,Bloomsbury Publishing,True,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,True,True
306,The New Literary Middlebrow,B. Driscoll,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
307,"Internet Kids & Family Yellow Pages, 2001 Edition",Jean Amour Polly,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
308,Children's Writer's and Illustrator's Market '98,Alice P. Buening,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
309,Whistle,Linwood Barclay,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
310,Pilbara,Judy Nunn,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
311,This Is a Call: The Fully Updated and Revised Bestselling Biography of Dave Grohl,Paul Brannigan,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
312,Discover Educational Toys for Children,Hilary Werdel,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
313,Fair Barbarian,Frances Hodgson Burnett,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
314,The Bear Essentials,Stan Berenstain,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
315,The Best Seller!,Ron Willingham,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
316,Newsmakers Sub Cumulation,Newsmakers,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False
317,Young Adult Markets,Harrison Stewart,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
318,Sexual Content in Young Adult Literature,Bryan Gillis,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
319,Save the Cat! Writes a Young Adult Novel,Jessica Brody,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
320,Critical Foundations in Young Adult Literature,Antero Garcia,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
321,Children's and Young Adult Literature and Culture,Amie A. Doughty,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
322,Must Read: Rediscovering American Bestsellers,Sarah Churchwell,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
323,DC Graphic Novels for Young Adults Sneak Previews: Teen Titans: Raven (2020-) #1,Kami Garcia,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
324,Authors and Artists for Young Adults,Kevin Hile,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
325,Two Pioneers of Young Adult Library Services,Patricia J. Campbell,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
326,Literature for Today's Young Adults,Kenneth L. Donelson,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,False,False
327,Harper's Magazine,Lee Foster Hartman,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
328,Young Adult Literature,Katherine Toth Bucher,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
329,"Indigo Awakening (The Hunted, Book 1)",Jordan Dane,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
330,Young Adult Literature,Mary Elizabeth Gallagher,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
331,The Strength of the Inconspicuous,Christine Jenkins,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
332,Children's Writer's and Illustrator's Market 1994,Christine Martin,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
333,Бунтари. Биографии 8 необычных топ-менеджеров и их феноменальные истории успеха,Уильям Торндайк,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
334,Лучшие известия из биографии Ибн Теймийи, Умар Али аль-Баззар,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335,С белых яблонь дым. Лучшие стихи и биография,Сергей Есенин,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
336,"Биография, письма и замѣтки из записной книжки Ф.М. Достоевскаго",Dostoevskij,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
337,Материалы для биографии Гоголя,Владимир Иванович Шенрок,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
338,Биографии и характеристики,Константин Николаевич Бестужев-Рюмин,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
339,История русской литературы в очерках и биографиях,Petr Polevoĭ,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
340,Опыт полной биографии А.А. Иванова,Aleksej Petrovič Novickij,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
341,Материалы для биографии Н.А. Добролюбова,Nikolaĭ Aleksandrovich Dobroli︠u︡bov,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
342,Биография Федора Ивановича Тютчева,Ivan Sergeevich Aksakov,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
343,Биография Федора Ивановича Тютчева,Иван Сергеевич Аксаков,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
344,"Сочинения Ивана Саввича Никитина с его портретом, fac-simile и биографией составленной редактором издания М.Ф. де-Пуле",Иван Саввич Никитин,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
345,Биография Петра I Великаго,Михаил Васильевич Овчинников,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
346,Cassette Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
347,История русской литературы в очерках и биографиях,Петр Николаевич Полевой,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
348,"Ишрак. Ежегодник исламской философии No2, 2011 / Ishraq. Islamic Philosophy Yearbook No2, 2011",Коллектив авторов,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True
349,"Ишрак. Ежегодник исламской философии No5, 2014 / Ishraq. Islamic Philosophy Yearbook No5, 2014",Коллектив авторов,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True
350,"Ишрак. Ежегодник исламской философии No7, 2016 / Ishraq. Islamic Philosophy Yearbook No7, 2016",Коллектив авторов,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
351,Philosophy of Language,William G. Lycan,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
352,200 Words to Help You Talk about Philosophy,Anja Steinbauer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
353,Introduction to Philosophy,George Trumbull Ladd,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
354,Ancient Philosophy,Daniel W. Graham,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
355,Insights and Oversights of Great Thinkers,Charles Hartshorne,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
356,A Brief History of Greek Philosophy,Benjamin Chapman Burt,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
357,The Philosophy of the Beautiful,William Angus Knight,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
358,Modern Philosophy,Francis Bowen,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
359,What is Philosophy?,José Ortega y Gasset,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
360,Thought: A Philosophical History,Panayiota Vassilopoulou,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
361,Philosophy and Religion,Strong,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
362,Text-book in Intellectual Philosophy,James Tift Champlin,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
363,The Philosophy of Reflection,Hodgson,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
364,Being a Philosopher,David W. Hamlyn,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
365,"Evolution in Science, Philosophy, and Art",Brooklyn Ethical Association,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True
366,Library of Congress Subject Headings,Library of Congress,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
367,Лучшие. Как становятся элитными спортсменами,Марк Уильямс,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
368,Как оценить риски в кибербезопасности. Лучшие инструменты и практики,Дуглас Хаббард,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
369,Не доверяйте своей интуиции. Как лидеры-новаторы принимают лучшие решения и избегают бизнес-катастроф,Глеб Ципурский,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
370,The #1 New York Times Bestseller,John Bear,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
371,"Saxo Grammaticus; Or, First Aid for the Best-seller",Ernest Weekley,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
372,A Qualitative Analysis of the Criticism of Best Sellers,Martha Terosse Boaz,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
373,Best Seller,Tim Shaw,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
374,Best-sellers; are They Born Or Made?,George Stevens,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
